comment,sentiment
course possible however unless princeling ever develop anything rich think first,Positive
ah yes return good old sailing nostalgia,Positive
amazing technology deployed worldwide deep learning ai research library,Positive
wind towed net negative energy put,Negative
hey matt dad talking couple month ago,Neutral
quite interesting make lot senso use wind,Positive
think looking wind technology like way go technology worth looking get air health skye home today bitlyairhealth liked video check airship may future air travel,Positive
wind used move ship past remember dough,Neutral
k subscriber youre k great job,Positive
could anything else engine power move ship wind,Neutral
good production china moved mexico u market,Positive
would would thunk,Neutral
почему бы сбоку раскрывающиеся паруса не приделать,Neutral
nyimak selalu bos,Neutral
waoooowkapal yang sangat bagus dan canggih,Neutral
like aerofoil give ship historic look,Positive
great editing skill,Positive
didnt sawr video thats english grammar taught school lawr drawr drawring withdrawral awrinspiring asdar pastar pizzar bananar cinemar sofar mediar datar arear indiar kenyar canadar viar americar bad diction rhotic habit english,Negative
windpower also past shipping,Neutral
stupid idea amount cargo big container ship carry mass amount cargo lot country get stuff made country ship running big sea storm wind direction want sail wait month cargo people dont want also today world mean lose profit company send product air deck space drop well deck mounting sail etc would take yhat much space would cut load compared large ship oil burning engine also would cost mealy much would require maintenance increase cost carting cargo hasnt work well container ship day way go stay renewable energy idea none proven cheap efficient anything renewable massive price tag people support reason price high,Positive
yeahhha weight anchor uhh command bring spanker,Neutral
hi interviewed niclas dahl managing diretor alfawall oceanbird joint venture developing oceanbird world largest sailing ship freight anybody interested,Positive
well business case solved handing saving line cheaper operation still sell advertising environmentally friendly sell dynarig searching video found used almost wind trained trimmed one man generating hydrogen propeller fuel burned conventional diesel engine produced superyacht black pearl jack sparrow also photo voltaic sail could emission phantastic economy fuel system existed half century thus proven thought possibly worth investigation,Positive
entitties charter ship multimillion dollar trade bear cost carbon emission offset would solution move tortoise speed,Positive
wind powered shipping guest one lord hattheringtons little social gathering last month rumour gentleman london designing steam powered vessel imagine indeed frighteningly modern time,Negative
add solar panel,Neutral
environmentalism communism green red however multiple engine power good hygrocarbons free energy produced microbe marcellus shale deposit oil good extra power case,Positive
excellent vidthank,Positive
fascinating concept love era dreaming live even idea dont pan,Positive
evolving backwards,Neutral
convenience driven economy rejected offer seriously could able afford wait month need even week local thing get u could make really efficient world patient brings wealth know people dont supply stocked month everyone could though would really make better think headed toward tho like amazon basically specializes keeping thing want day week hand areain order cut unnecessary shipping handling thats amazon rich patient part u click satisfaction people amazon know,Positive
lower wider wind turbine would much better,Positive
sure also past shipping,Positive
great video jacque custeau vertical rotating sail ship made aluminum great success however continued crack weld base discontinued maybe carbon fiber answer,Positive
need use nuclear reactor decommissioned submarine power cargo ship fleet need refueled ever,Neutral
need least twice size old wind jammer made ultralight strong material solar powered produce power needed wind propulsion could also small solar powered battery powered motor case know wind emergency navigation transport dry good wouldnt go bad luxury nonperishable cargo people could even selling point people wouldnt mind pay little get stuff shipped green ultra green eventually going get price ship would made ultralight material take advantage wind try generally carry know lighter cargo carry quite bit cargo old wind chamber carried stuff like cole stuff salt stuff wouldnt perishable slower wouldnt need big crew small crew ship could rigging could automated possible series pulley crank people wouldnt climb hold dangerous stuff used,Positive
write youd like another story breakthrough technology shipping industry,Positive
think climate mandate plus ridiculously low profit margin charter drive change much faster predict,Negative
wind power shipping fall green shipping please anyone clear doubt,Positive
instead hightech solution offer cant government kick manufacturer ship enginesship designersowneroperators cleaning exhaust emission weve seen effect car truck industry adblue injection exhaust particulate filtration etc cant done ship live work near port uk tell cargo tanker ship anything clean start never mind running,Positive
steel sailing ship called windjammer demonstrated sail propulsion commercially profitable modern aero hydrodynamics larger ship enough bring back sailing dominant propulsion faster cheaper may skeptical observe uk competitively employing vast wind turbine farm north atlantic transform economy efficient self reliant one three blade turbine sail turn generator convey power battery electric truck conveys cargo sailboat simpler efficient larger wind powered conveyance retrofitting existing ship sail naturally disappointing cargo ship narrowly designed around diesel propulsion adding sail raise possibility capsizing example limit height sail limited imagination ignorance vast sailing heritage physic,Neutral
nope origin shipping whod thought ppl would go back washing baby nappy,Neutral
norsepower look interesting yet sound pollution kite probably made plastic may get lost still boat paint glass fibre rare balsatree harvested amazon produce wind turbine tend forgotten le consumption plasticban surely invent better material garbage burning probably lessen burden mother earth,Positive
ένας τρόπος κίνησης του αβέρωφ,Neutral
dont use vertical windmill install vertical windmill produce electricity soon ship start moving air strike rotor,Negative
little first sailor know theyd actually invented passive fusion energy collector,Positive
could force manufacturer make product continent sold,Neutral
noooooooooo,Neutral
offshore combined windwavesolar powered liquid fuel producer could produce renewable fuel like ammonia burned power fuel cell liquid fuel also produced producing various carbon hydrogen carrier audi ship could stop fill might make sense ship keep shipping leave energy collection specialist fact perhaps tanker could get towed specialized kite ship hard combine existing sail rotor kite tech tanker,Positive
age sail part,Neutral
wow really future sailing,Positive
bring cargo faster way well gonithing faster nuclear expensive either hydrogen form ammonia fuel cell old diesel,Positive
thing need address problem associated alternative method powering cargo ship fundamental change attitude society simple right,Negative
use flap wing side ship using cyclo rotor,Neutral
wooden power answer world ran wind power long diesel invented army moved across world cargo good moved across world cuz wind dy day mean going late youre nambypamby ballheaded precious world put hold four five day,Positive
cough cough nuclear ship use submarine cant use ship cough cough,Neutral
reef sail hearties prepare boarded,Neutral
kite look like realistic short term solution mean time got invest freight train,Positive
here proposal phase bunker fueled ship attempt retrofit existing cargo ship build new sailing cargo ship replace existing fleet isnt enough time shipping company fully invested maersk class ship pollutes car instead mass produce semisubmersible ocean circulating catamaran tug huge wing sail array hull point would tow ship using maximum sail power wherever possible reduce bunker fuel consumption percent asap replacing legacy panamax maersk size ship sailing version simply impractical enough impossible huge distraction solving problem immediately economics simple value saved fuel pay sailing tug towing service theoretically existing cargo ship continue operate existing life expectancy without impacting schedule port activity semisubmersible catamaran hull stable efficient capable delivering wind power dicey retrofit sail kit well robust weathering storm mounting array large wing sail two hull allows significant structural crossbracing huge tow line floated retractable inflatable tube connect tug cargo ship standardized attachment point strong point near waterline bow sail tug would rotate crew offshore remain sea towing customer ship like barge moreorless continuously ship connect distance offshore throttle back crossing disconnect economically optimum point continue motoring port,Positive
humble opinion need seriously consider using small scale nuclear reactor like one nuclear submarine power cargo ship also need strongly consider using airship ride high speed high altitude jetstream,Positive
couldnt way idk use ocean surely answer huge abundance water energy think look fish inspiration every fully aquatic creature evolved sea travel floating top like ship sure bird even ship floated surface could somehow use advantage feel really thinking outside box problem ship remained literally thousand year know there thing submarine obviously propulsion isnt much different feel humongous ship floating surface ocean productive way move sea surely there lot surface friction sure whale come breath dont see floating top water part,Positive
pollution tax applied port destination would quickly stimulate interest wind power,Positive
kind energy future lie le energy consumption whatever source instead investing huge sum renewables let start consuming le brand new pair jean go round globe time reaching consumer,Positive
fuck future life never later,Negative
think developing huge ekranoplan would much faster cost effective solution could reason none didnt wan na go concept think would great idea next video,Positive
think part problem time take wind powered sailing could fixed change tax law justintime inventory system make fast shipping necessary mostly purpose avoiding tax inventory allowing manufacturer store inventory without worry paying tax could eliminate wasteful justintime system make possible slower type shipping used,Negative
ziroth good description way wind might assist ship know possible use headwind drive ship forward im sure never thought peter worsley done research proved work see wwwwindthrusterscomwindassisthtml,Positive
whats next someone come along learn boil water,Neutral
know weve kinda known since like bce,Positive
idea shipper paying gas issue reason ship owner want use new boat fuel efficient attack business reason would invest proven technology reduce cost attack business competition first boat get reduced fuel cost end shipper wanting use transport ship higher priced alternative,Negative
combining kite flettner kite sail using sail solar building rocket hyperloops still use best option transportation good sombody ask elon sponsor fleet,Positive
place solar panel telescopic airfoil charge well powered wind simply forget time zero fuel cost lest pollution,Positive
ship soon go fusion nuclear fuel cost safire generator aureon energy ltd canada actually cheapest cleanest least expensive solution clean electricity wind energy solar hydro green technology superseded hydrogen either become future conventional fuel nuclear fusion one electric power future autonomous small aircraft ever battery energy storage density perhaps larger one however fusion nuclear future everlarger commercial military aircraft hr reliable fusion power product super cheap nuclear fusion energy already proven almost commercialised advanced production safire generator sadly storage technology power itertype fusion power generator well conventional fission nuclear going eclipsed current magnetic plasma confinement strategy current green energy technology totally date relatively redundant effort must go ever higher energy density battery green energy solved intermittent green energy need enlarged electric grid see wind generator solar farm multitude variable green technology expensive backup battery ugly use much land also significantly capital intensive safety issue also going unnecessary advent safire generator safe costlessly selffueling totally green buildable scale tiny footprint safely match local community requirement easily chokeable hour dependable make technology redundant much le advantageous fusion nuclear powered nuclear nuchemy seen aureon energycom also learn new plasma physic astrophysics general electric universe theory thunderbolt projectcom way learn new eu theory advanced plasma physic needed fully understand new academic practical material appreciate green technology currently superseded,Positive
wind word mean win mmarana,Positive
really interesting point shipowner charterers maybe portable solution answer would portable solution simply washed ship,Positive
maybe windpower practical big container ship reason mentioned video would think small fishing trawler would definitely benefit sail well diesel engine owned fisherman pay thousand pound motor fishing area back could sail fishing area use engine actual trawling could save thousand pound per trip saw program ontv fisherman said caught worth fish one trip fuel bill could sail back would cut fuel bill considerably,Positive
wind collector solar cell everywhere space cargo none starter still need engine back cost major problem back drawing board,Negative
,Neutral
background world economics dependancy question wind here zhan kusto replied already,Neutral
,Neutral
prop conceived leonardo year ago waist blade design full blocking simotanisly releasing mirroring magnetic natural energy fips open closed simontanislyequal opposing blade set wall tide wind,Positive
sure dont mind stuff year late want use long term storage evade regulation,Positive
bunker fuel cheap quality efficiency stroke story engine crazy high little saved present day esp combined slow sailing nowadays,Positive
think hybrid ship kind sail conventional propulsion good idea sail wont replace propulsion would reduce fuel consumption problem choose best type sail,Positive
saw wind turbine mounted cylindrical dirigible improvement reduce friction might compound application drive electric propulsion energy pickup coursedirection ship optimized independently like kite system would benefit efficiency altitude wouldnt obstruct unloading could modular fitting ship electric auxiliary propulsion,Positive
enercon eship,Neutral
giant kite,Neutral
seen documentary replacing ship zeppelin modern one le gas leakage use solar power travel faster ship land faster wait spot clear dock one person picked huge zeppelin tire balanced head,Positive
wind power future shipping mini nuclear reactor fusion reactorsetc large commercial boat form battery operated small one long time ago decided anybody talk wind solar touch reality,Neutral
cant expect propulsion technology intermittent wind solar efficient certain conditiones wind direction wind speed solar atmospheric condition replace technology steady non intermittent unconditional output non deck obstructing sail interesting though even cut fuel usage long trip favorable condition huge number add thousand ship also probably relatively easy retrofit older ship technology,Positive
wow popular science magazine cover story back early,Positive
dude shave thing hell thinking,Negative
big issue ratio displacementsail area even close project,Neutral
pump helium kite,Neutral
world excessive greenhouse gas production slows end consumer digital device apps amazon prime delivery time,Positive
money installing kite small boat would insane,Negative
edison generator dynamo easily replace fossil fuel edison generator permanent magnet motor generator coil copper wire chisel old car generator pre spin generate electricity add v v ac inverter produce house current outlet,Positive
future ship propulsion nuclear ask u navy,Neutral
answer title nope,Neutral
word becalmed mean anything definitely would also blast riding hurricane one,Positive
great idea could big sail mast,Positive
problem younger tend think youve invented wheel,Negative
horse drawn car new way power car,Neutral
problem pollution form shipping pollution form plastic petroleum cheep practical free cost good environmental cost added petroleum wind power would economical way used plastic would value add value petroleum fantastic product may solution environmental problem use sustainable way recycle reuse,Positive
missed great pun opportunity probably purpose obviously answer isblowing nevermind,Positive
wind power affect ship like evergiven,Positive
beginning shipping,Neutral
pollution tax boat needed make energy saving idea catch regulation international water burn dirty bunker fuel impunity without regulation place improving fuel economy historically even resulted increased pollution sound impossible here link,Negative
reduce cost consumer overall profit company fuel paid shipper probably result good competition,Positive
sailor boat designer challenge doubt sail power efficiency winged cargo ship receiving broadside wind knot ship need use engine reach knot ship speed normal design speed merchant ship mean good condition ship wont use fuel course need engine power head wind calm total think voyage could done le fuel consumption conventional vessel,Positive
pasti dont know future,Neutral
instead driving car use horse instead future modern transportation lol,Positive
lol people think sailing wind mean powering boat engine air,Positive
like thought shipping good slow want course drifting aimlesslyspeed accepted overseas shipping take week month already point optimise fuel saving instead impatient passenger factor know maybe cruise line pick nice loop improves business,Positive
mean like sail would thought ship could run air high technology stuff,Positive
wrong co hydrogen likely future may solution year,Negative
well singing jolly souwesterlies lad,Positive
kite thats game changing,Neutral
great circle route longest route around globe one point point equator globe perfect sphere bulge slightly along equator great circle sayin,Positive
said tailwind optimal front sale underutilized sail already flexible height flexible rotation mounted central beam whole set could rotated would heavier could get maximal benefit wind direction accept headwind course could beam bow stern limit overall widthi imagine would pose big risk storm condition used calmer sailing,Positive
like idea kite like kitesurf,Positive
,Neutral
well considering amount cargo trasported kinda make sense wind make sense sea calm seastate normal dont see going work ammonia powering ship might successful,Positive
dont think cylinder powered saw another video said turbine could supplement power main diesel engine,Neutral
maybe interim make company buy fuel isnt literally dirtiest fuel available,Positive
small nuclear power system solved issue,Positive
concentrate ship body,Neutral
wind system replace fraction oil burnt inconvenience nuclear would replace lot take much le room fuel could travel faster lower running cost would need refuelling every couple year steam technology matured powerwind hybrid quickly died happen nuclear large ship carry world cargo faster surfaceeffect craft might even take transoceanic passenger route aircraft long range aircraft drawingboards really cut emission biofuels still put water vapour lower stratosphere warming effect co hydrogen,Negative
called sail,Neutral
wind past shipping,Neutral
nitinol engine,Neutral
one reason capitalism,Neutral
here idea mix use wind turbine power eclectic motor ship,Neutral
keep dreamingits going happen real world,Neutral
must ruled international naval tradelaw tax make highly attractive,Positive
thats past,Neutral
solar panel,Neutral
thought georgenotfound sec,Neutral
um know sail need spell,Neutral
sail couldnt live failure bring back,Positive
guy clearly uneducated matter calm belt,Positive
haha technicaly past,Positive
u mean sail ship,Neutral
umm ship must routed around severe weather,Negative
might want revisit emission number light year belt conforming imo,Positive
thanks tackling gigantean subjectthe logistics refurbishing ship diesal offsetsor building new one million unfeasablethese good solutionsi thought green battery torpedo offset crude oil deasal think big ship install expensive filtersits worthy subject,Positive
could put wind turbine generator deck,Neutral
like year ago wont work large ship put meaning seting sail,Positive
know brought market easily simple due oil business company block becuase shipping company multi billion dollar market course yuo owner oil rig oil company would like let brough market cause jeopardise multi billion dollar business curse,Negative
combination see happens extend certain case make full wind powered commercial ship long distance cant see happenning much le short distance wind could die moment planty place rout little wind much wind plus achieving knts ship wind kinda unrealistic,Negative
using water current ocean surface,Neutral
irony,Negative
coscam,Neutral
biofuels clean anything wait guess burning natural gas bit better burning bunker oil,Positive
year later go back sailing,Neutral
anything fossil fuel right liberal utopian perfect society free harmful pathogen form fabric modern world,Positive
problem ship drag add bubble technology ship ride carpet air bubble ship speed increased drag zeroed making wind propulsion much effective,Negative
kayaker prefer paddle power windy day might consider adding parafoil sail,Neutral
know another brit weird channel name narrating stuff,Negative
subscribed snd liked video trying help small youtube honestly everyone would start add ya know,Positive
short answer question asked courage act towards system dont need transportation,Positive
matter windassistance actual wind power,Neutral
ton coastal tanker time every time sail,Neutral
serious people stupid wind powered cargo ship slow dangerous never going work,Negative
sprinting backwards full speed,Neutral
go nuke,Neutral
atomic power,Neutral
short answer save fuel maybe,Positive
people ship fantastic people stuck,Positive
evolving backward,Neutral
maybe try using kite sail car instead motorskinda argument he making,Negative
wind powered ship u mean sail,Neutral
sailing tech go full circle,Neutral
woulda thought ship could pushed wind modern world amazing,Positive
argument owner pay fuel fall well short shipping reality charterers always seek transportation solution timerelevant cheap believe knowledge ship propulsion consumption deep simply installing efficient fuel atomization system engine cutting consumption owner automatically make ship competitive reason like helped push older ship business well along new pollution prohibiting legislation point speed culprit wind propulsion opinion hydrogen may become legitimate solution intermediate term unless electrical power storage becomes much dense fast recharging,Positive
hidden message wind powered ship went use carbon powered vessel quicker prone unpredictable weather cargo perishable important non perishable time voyage important cargo sea earning income investment somebody buy tonne metal ore one side world want transport factory mill side world transformed saleable good longer take cargo move mine finished saleable good longer investor go without income investment capitalist system need looking economic system based upon time money slower sailing ship viable also need look closely nuclear powered shipping people get upset mention nuclear power associate nuclear bomb nuclear waste association nuclear bomb largely result ignorance disappear method operation nuclear ship understood problem nuclear waste important care controllable history nuclear power number people killed estimate le past year sound lot balanced hundred thousand dying year atmospheric pollution caused fossil fuel effect nuclear power climate change close zero,Negative
meanwhile naval nuclearpowered vessel tried true well mercy wind funny greenism always come back population control primitivism energy poverty,Positive
wind power oh mean sailing ship hmm didnt already try,Neutral
foil assist bad added reduce displacement drag ac proving opportunity,Negative
putting big electrical motor solar panel top boat,Positive
good thoughtful analysis narrator pollution question aside anything raise cost efficiency cargo ship well worth consideration wise narrator question accuracy cost saving claim made inventordevelopers,Positive
really moving back arent,Neutral
ഇതൽ ആരട കരളട സബൽ കററയ,Neutral
congrats sub man,Positive
future,Neutral
put container used tanker,Neutral
slow cruising shipping industry phenomenon make return wind power seem logical essentially especially time excess shipping capacity boat economically needed make sense ship line purposely cruise much ship maximum speed reduces fuel consumption also greatly minimizes maintenance cost hull propeller engine work minimal strain time industry increasingly learning go slower make sense capitalize fact getting free lift wind,Positive
seems like great opportunity government program pilot sail vessel get first breakthrough show charter sail augmented ship save money operator shown efficient selling point,Positive
green energy propaganda get people make rich providing nothing return look whats happening w texas right moron leader made much energy wind dependent theyre literally freezing death winter wind windmill frozen top wind power future shipping past ask anyone ever sailed ocean tell unusual several day row without enough wind push little sailboat let alone giant cargo ship,Negative
america cup ac proved go x wind speed upwind got way cargo ship future ofc,Neutral
ironic,Negative
possible effective especially sailing dangerous sea even powerful engine manage power wave safety priority,Positive
till blow,Neutral
dont think im mistaken japan built wind power ship name maru long use,Positive
ooh clipper,Neutral
wind power using generate electricity electricity use hydrogen production hydrogen use fuel tell concept,Neutral
business case would externality fossil fuel would priced,Neutral
madness,Negative
running,Neutral
industry carry percent world logistic co emission extremely efficient system say nox thing needed improve need use cleaner fuel instead c heavy fuel,Positive
space unknown thingsorry globesyou watch theretheres satelites,Neutral
sail ship tilt sure container content,Positive
green cruise ship space le concern charterowner problem avoided green image may help,Negative
wind power used past shipping ask christopher columbus,Neutral
dont think future ship wind reason acquire larger area install beam volume utilization reduced also think efficiency ship depend wind speedi also personally think creates impact stability,Positive
wind solar work perfectly ship strong wind almost shading cylinder top side could turned active pv,Positive
wind solar electricity,Neutral
never happen something like modern ship need constant power would use sail x dwt container vessel x draught dwt bulk tanker sail good powering small light vessel introduction power driven vessel need constant power also would interupt global economics introducing thing deck increasing maintenance creates additional impact stability give extra work crew increasing danger crew kite good fly would happen system malfunction kite flls sea steel wire wire get around propeller shaft fly deck cut someons head nowdays oceangoing vessel using scrubber going air vapor also abandoned one time use plastic use lng fuel hybrid propulsion compacting burning garbage except plastic delivered shore vessel geting green consider transfer many cargo little fuel long distance prety green,Negative
sail method basically new american cup boat using seeing sail time wind speed probably nice idea,Positive
great videokeep,Positive
like please pull head as,Positive
elonmusk create electric cargo ship,Positive
done done nothing new sun,Neutral
dumbest thing ever seen,Negative
biggest problem society thought process consumer first foremost want want enough people think impact shipping nature mention effect underwater noise pollution shipping whale specie marine life use sonar mean surviving,Neutral
working rotor product energy need move running system work theory,Positive
employing use hydro foil like new zealand designed america cup yacht might huge advantage reducing surface friction getting front boat water reducing drag think,Positive
go nuclear,Neutral
solution port slap charge onto ship dependant poluting make economical run green ship,Positive
nuclear ship much larger space prevent radiation nuclear reaction last year year water without needing refuel dont rely wind speed could higher one day lower next nuclear constant high energy,Neutral
make nuclear,Neutral
light weight video mention issue related wind power eg significant heel force,Positive
,Neutral
liquid fluoride thorium reactor powered cargo ship,Neutral
ridiculous unworkable time traveler age steam would laugh want solution emission put nuclear reactor cargo ship easy viable already solved problem,Positive
coulkd better without unmaned,Positive
create electricity using wind energy board powering boat wont taking much space emission go zero percent,Positive
incase first shipping video come across practice slower shipping route widely used shipping company mean sail boat idea lot achievable video portrays someone made relatively cheap mono side mounting sail wouldnt take deck space could become reality,Positive
actually wind beam often sailboat efficient point sail called beam reach problem wind shipping headache would cause shipper le harbor master manage berthing schedule,Positive
clever stuff,Positive
get back good old day use slavesthat joke way,Positive
yeah ima honest chance money buy new tech cared id try worked thats lot money saved people wanting dead pollution hell owned one shipping company fuck one ship tech see go relatively small investment understand thats still lot money used,Negative
enjoyed presentation point keep researching sharing thought concern,Positive
narrow rigid aerofoil likely effective form wind power particularly array array create natural wing shape wind profile yet efficiently feathered adverse unlikely condition unless minor course change le degree acceptable rotor ship still consume fuel albeit recycled heat used yet equivalent aerofoil furthermore exhaust engine could directed aerofoil used improve airflow power,Positive
wind power past shipping industry,Neutral
get stock footage subscription somewhere enables download unlimited,Neutral
thermoelectric panel,Neutral
sound like wilbur soot,Positive
rip industrial revolution,Neutral
awesome vid please shave bro,Positive
lack elephant massive turtle named great atuin,Positive
accept shipping time tripled kt wow amaze fast sea god smiling upon u,Positive
flat earth clock like lol let see many watching video,Positive
nuclear work aircraft carrier cant cargo,Neutral
dude like fact selling future sceptical result especially claim think far renewable energy big form transport lorry ship plane reason designed relatively small engine compared full cargo example think ship probably engine total size together tank maybe plane course electric car current petrol engine us almost car front back part transition bad thing kite really doubt feasible solution simply rope need ultra resistant doubt able pull entire vessel full container case reduce emission mentioned maximum even optimising best,Positive
people seriously come idea steal others instead going backwards go forward instead,Negative
also past shipping,Neutral
absolutely loved video subbed,Positive
reject steam engine return sailboat,Negative
im glad comment addressed elephant room,Positive
return tradition,Neutral
past duh,Neutral
wind turbine geared prop,Neutral
wind power future shipping sailboat joke,Positive
said phoenician,Neutral
clicked video see many comment sailboat disappointed,Negative
wind power future shipping know started using engine wind slow extremely slow,Neutral
past became future,Neutral
thing past thing future come full circle,Neutral
nuclear ship,Neutral
could live failure bring back,Negative
nuclear impossible nonmilitary ship,Neutral
lol,Positive
dude supposed move forward time backwards sail power cute hilarious cant rely move ft ship neither wind turbine work terrible technology damage environment extremely little power generation poor efficiency take lot space kill hundred million bird etc wind power doesnt work better invest nuclear hydro keep burning marine dieselbunker fuel,Negative
investment issue easily handled good old buddy free market charter boat thatll use amount x fuel version thatll use x know one im going yeah itll expensive tell customer shipped green raise profit,Positive
hydrogen,Neutral
co problem wherejust repeating shit knowledge human uncappable control change significantly global clime pseudoscience narrative used control oil usage subdeveloped country capital resource controled big company government sun control global atmosphere temperature co doesnt control change temperature biggest lie agenda go desert see gas keep heat energy without sun umidity emission arent even close ocean real controler co disconnected clime variation anyway co variate ocean temp opposite green house effect wrong old theory reviewed climatology bcause data telling story please people stop believe globalists lie read article university oslo depertment geoscience show realy happens,Negative
always,Neutral
wind power ship prepare dragon going westeros,Neutral
ship youre drunk cant remember past,Negative
one want watch second thank subscriber request like however wellmeaning fyi,Positive
im seafarer facinated age grate sail use almanac current wind use star navigation didnt need modern tech seemed intune nature extremely efficient marry best world would amazing,Positive
wind powered ship absurd,Neutral
pirate life,Neutral
nuclear fusion energy still way maybe year cargo ship use small nuclear fusion reactor power onboard propulsion,Positive
building ship wood sustainable solution horsedrawn car,Positive
sure know damn sure past,Positive
energy use reduction hobby love idea using wind energy commercial cargo transportation sea kite see becoming widespread soon economic easy add need happen driven economics fossil fuel run,Positive
use omni directional wind turbine solar panel battery could fast diesel powered boat,Neutral
everyone slating saying going make difference there dozen little project going across world small thing add saving climate long run,Neutral
kite definitely improvement seemed,Positive
little ironic went wind powered sail steam fuel back wind,Negative
ffs legendary jacques cousteau turbosail every bit knowledge literally palm hand use good click,Positive
god supernaturally good holy right give u exactly much deserve depending fulfill violate divine law,Positive
nuclear mean already used select military ship,Neutral
imagine getting half way across atlantic wind dy wind couple week sailboat century converted motor changed,Neutral
way lower emission anyone know typical power requirement container ship,Negative
ummm thats wind powered ship wind powered computer simulation quite different,Neutral
address suggestion sail power answer offer following example premium sailing vessel entered service cutty sark cutty sark metre length beam metre loaded displacement tonne able carry tonne cargo harness energy wind available spread canvas tended crew skilled men ratio sail area sa vessel displacement determines lively lively nautical speak fast manoeuvrable carrying capacity cargo ship constrained two way mass volume lead u stowage factor cargo mass board greater displacement turn impact efficiency hull form sail area displacement ratio vessel constrained mass said full vessel constrained volume full tea trade cutty sark designed built fine line nautical tech speak need worry could carry around tonne cargo speed knot dependent prevailing wind typical china uk time passage day tea trade competitive time passage large factor securing premium freight rate made cost effective rounding thing maximum available sail area gave circa canvas every tonne tea carried soon suez canal opened cutty sark unable sail lost advantage raw speed steam powered ship era could beat time passage mechanically powered ship improved term efficiency freight tonne mile basis least one order magnitude since losing coal burning steam reciprocating mechanical ship late th century cutty sark relegated australian wool trade bottom barrel maritime term one small step honey barge canvas cordage extra manpower needed sailing ship never benign environmental option please discount idea sail sustainable without problem wind dont blow ship dont go blow often blow wrong direction cargo delivery need sometimes rather much comfort random fact cutty sark said possible coax horse power sail real money watt megawatt elusive ideal condition watt square meter sail area majestic spread canvas would even le efficacious delivering bauble bow orient despite taking day voyage,Positive
next question route indian continent,Neutral
putting sail back set sail,Neutral
cargo ship helped wind great idea nuclear powered cargo ship would truly awesome idea like nuclear couldnt tell,Positive
theyve already done doesnt work well there wind mate ship would sit duldrums week boat top heavy add cargo get worse ship also heavy talking hundred thousand tonne slow also,Negative
vacuum cargo train ocean answer oil backed u dollar bitcoin take new world reserve currency lot innervation emerge future bright vactrains powered electricity electricity sky harnessed tesla tower elon musk good thing,Positive
ah yes sail,Positive
think electric power generated wind liekly used ship technology,Neutral
blocking airfoil isnt reason wind behind isnt good also speed ship reduces relative speed wind wind side relative speed equal actual windspeed although ship speed small compared windspeed effect minimised,Negative
mean speed isnt really main reason sail went favor actually manpower traditional sail ship requires large crew manage sail task time easily automated whereas coal fired ship requires stoker engineer manage engine stoking automated oil requires none modern freight ship dozen crew member even largest one cargo ship day arent exactly fast either usually spend time running fraction top speed rarely actually going much faster sailing ship used,Positive
always wind production line dependent steady flow good cant step back build design rely wind used cruise ship unfortunatly,Positive
use hydro,Neutral
really look multese falcon sy maltese falcon charter iyc sy maltese falcon perini navi,Neutral
sweet dream,Positive
say emission mean total human emission know ship estimated emit co emission human diesel engine ship consumes tonn diesel per kw per hour container ship generally motor least mw mean ship us diesel heavy fuel car lifetime even car run function year hourthis depends motor size noxsox done something improvement motor design exsost filtration system,Positive
reminds anti vax tweet make round trip,Negative
people seem forget main reason used take long get sail speed fact part way along journey might stop usable wind cargo transport thing precise calculated timing load day late randomly wont cut,Negative
hey also check air lubrication like silverstream technology fuel consumption reduced depending ship type,Positive
early german shipping crippled fact mining germany hit hard blow labor shortage mean dead miner rotting trench would problem developed wind column similar one saw first ship illustrated used auxiliary power propel ship forward condition favorable understand cut fuel consumption way reason continue used coal shortage resolved eventually price coal went,Negative
next new rage screen door submarine,Negative
actually believe there bridge brooklyn know youre going want buy,Positive
voice sound like wilbur soot,Positive
galley power,Neutral
wind power past shipping,Neutral
dont use nuclear power cargo ship doesnt u navy already use technology giant aircraft carrier,Neutral
remember year ago wonder get new idea,Neutral
foot future walking,Neutral
quite annoying future,Negative
wind power move ship well find another solution much faster think slow move wind power efficient really bad know efficient go future bet fusion power nobody want use wind power,Positive
strap wind turbine instead ship would use electric motor wind turbine isnt enough strap solar panel aswell still isnt enough strap nuclear reactor instead,Neutral
nuclear fusion ship future,Neutral
,Neutral
full circle boat,Neutral
unless talkn futuristic matterenergy converter present manner ocean shipping wont changing anytime soon,Neutral
sound like lot hot air,Positive
,Neutral
maybe small nuclear rea oh wait environmentalist want pretend progress,Positive
made sailboat,Neutral
headline contains question answer,Neutral
dont use would ultimate wind ship,Neutral
called sail,Neutral
co thinking adopting agenda,Neutral
imagine ditching sail steam engine ditching steam engine diesel engine go back using sail,Neutral
think biofuels wind power second exemple wind powered ship energy salty water would soluction,Positive
definitely need bring back wind global shipping even used part journey,Positive
tf arent using nuclear,Neutral
ancient technology reduce emission slave rower thats horrible human right mankind could alternatively take last sperm whale harness move mankind walmart stuff around earth ocean,Negative
wind power past shipping,Neutral
automated self sailing ship,Neutral
already solution could electric train globale materialized production already peak thats way nobody invest new shipping,Positive
wind power whoever thought idea,Neutral
sail could live failure bring back,Negative
wind power new idea boat um bout sure let go back sailing ocean blue let see much like cost living going x stoooopid,Positive
galleon return,Neutral
past obviously also wave solar panel surface,Neutral
