comment,sentiment
Any solution must be compatible with existing port infrastructure. Ocean bird seems to think that ships are still unloaded by teams of stevedores carrying sacks on their backs.,Positive
I'd love to see mocks for container style cargo ships (boxship) I'm not sure how loading would work since it be very expensive if a crane knocked a rotor out of commission,Positive
bunker fuel nasty stuff!!,Negative
Clipper ships being faster than cargo ships is a very good example of comparing apples and oranges...,Positive
"I'm interested in how much fuel saving (on average) you could achieve by just strapping traditional sails on such a cargo ship. It would probably not be economical/feasible to do so, but it would give a good idea what those 20% fuel saving with these technologies mean.",Positive
"Why not nuclear power ships, is no like we don't know how those works and certainly it would be nice those being productive instead of being killing machines",Negative
"ammonia also used to be used in early refrigeration, but it got a bad rap because it's pretty toxic.  methanol also has issues...well known for being dangerous to marine life.",Negative
Can they put thin solar panels on the sails?,Neutral
"Clippers were faster? 
What do you mean? Per trip?
Because I don't think they moved as much mass.

And all thing equals I believe the current mode of transport on larger container is slow but moves larger quantities per trip.",Neutral
"Really cool concepts and ideas, even if the sail is a bit further from realization yet. I would imagine the reduced weight from fuel is a double benefit, as they will probably be able to carry more cargo, thus increasing how profitable each trip could be.",Positive
We seem to be going back to the ancient rigid sails.,Negative
Adding solar panels to some of these might be worth exploring.,Positive
why not link the wind wind turbine directly(w gearbox) to ship's propeller?,Neutral
A BOAT WITH S SAIL!? What!? Wind has never pushed. Boats across the ocean and it never will. You are stupid to suggest such a thing…wind….to move things…..pffft. But really…..what’s wrong with people of course you can move boats with winds it’s like…..the original way…..,Positive
"Nothing about kites? I think I saw some examples, and they are truly retractable...",Positive
"So … why not use electricity?
Hydropower, solar power, and wind power could all be used in tandem on a ship to charge batteries. 
In fact you could have a little pod with turbines trail the ship to provide power. Yes it causes extra drag but it would reduce your energy costs without taking up any space on the ship.",Positive
"No. This is EXACTLY the same idea that was floated right after the ""oil crisis"" in the 70's.  Right down to the exact same design being tested.  It didn't happen then for the same reasons it won't happen now.  The added cost  and handling problems overshadow savings in fuel consumption.",Negative
"honestly, regardless of carbon reduction, this is pretty useful.",Positive
Aren't wing sails requiring a keel to counterweight the forces.,Neutral
We back to galleons? Nice,Positive
"sails: you could not live with your failure
and look where that took you, back to me",Negative
Why not surround the body with solar panels and go full electric and use much smaller windmills scattered all over?,Neutral
"Wind based ships might have higher instantaneous speeds but do they have higher average speed over a long distance ? What is the variance (sigma) of the average speed? The randomness of wind and its seasonal and geographical  dependency might make it unsuitable for todays tight schedule shippings. Moreover, How vulnerable are wind based ships in a storm compare to fossil fuled ones ?",Negative
Not one or the other.  Motorsailer.,Neutral
"""Pandemic related container ship backups..."" yet hundreds of thousands of unvetted immigrants are pouring through our open borders.",Neutral
What are your thoughts on revisiting nuclear power for powering and propelling merchant ships?,Neutral
"I don’t care if it’s giant chickens, at this point I’ll take anything to get us off this oil nonsense.",Negative
"Wendover's video taught me that Cargo ships today run slow on purpose (14 knots I think?) for peak fuel efficiency. Plus they will end up waiting at clogged ports anyway.

The ships can go faster but the shipping industry just isn't build to handle it faster, at scale. Especially since they actually save dollars by going slower, thus shipping items for even less money.

So even is sailing is ""slow"" or requires less efficient routes. I wonder if the speed would actually counter that and cause ship time to equal out,  since speed is not an expense but a design/route issue",Positive
03m58 !!! Roberto Carlos,Neutral
"Silly question why not combine wing and rotor. The wings should be able to easily redirect the airflow to the exact perfect spot on a rotor.. 

I'm more than likely missing something extremely important here.",Positive
Did you have a look at the E-Ships? Would that work?,Neutral
"@ Tony Larose:
I am a licensed keelboat captain. Apparent wind is more easily understood in a reach where running before the wind ""pushes"" as well as pulls. The forward motion of the vessel partially into the wind (falling off the wind) produces ""lift"" on the back side of the airfoil (sail) much the same as a jib sail funnels air flow behind a main sheet, increasing the wind velocity, increasing lift and speed. I ALWAYS plan to finish a race with a reach.  I have NEVER lost a sea race, BTW.  Hope this helps you understand ""Apparent wind"".",Positive
Wind is free. Might as well use it.,Positive
"A wind powered ship? Imagine wehere we would stand now, if we had this technology a thousand years ago.",Neutral
"Why aren't we just making nuclear powered ships? That seems to work well enough for military purposes. After all the main costs for shipping companies are fuel, so why not use nuclear? It's much cheaper as a fuel, takes up less space, and fits most green energy requirements. Yes there will be some adoption costs, but those can be mostly negated by using nuclear only on new ships. And I'd imagine the increased personnel cost would be easily offset by fuel savings. Am I missing something obvious here?",Positive
No mention of kite wind propulsion.  ??,Neutral
Do container ships typically fit under bridges anyway ?,Positive
"A lot of shipping can be thought of as a conveyer belt, with the speed of transit not being of prime importance. . .   especially if it’s going to be sitting in a 60+ Ship que at the receiving end.  Sure, “all of the above” for reducing fuel use . . .   I’m not an economist, but it strikes me a lot of the Carbon Woes are due to having embraced the “just in time” supply chain model.   That’s a concept that’s about ready for the trash can.   

Slow ships, running at their “double nickel “ equivalent for fuel efficiency for everything that is “conveyor belt equivalent”, and air freight for the stuff that “just has to get there”.   There’s a lot less resistance to motion in the stratosphere than there is on the ocean.",Positive
The Cousteau Society had an exploration ship with wind sales decades ago.,Positive
"Quick asthma note: I cured 90% of my asthma ills by taking a water pill, which alleviates water retention IN MY LUNGS. Ya, crazy, but it works. In fact it's the BEST thing I've ever found in 73 years.  Try it; what do you have to lose besides pleural edema?",Negative
It's a cool idea to subsidize the current system with wind. If it can reduce fuel consumption that's a win.,Positive
I’ve been on the open ocean. The wind is not consistent. Shipping routes are based on constant speeds (that’s how offloading is scheduled). Wind does not offer a reliable alternative. And do a little more research. Sailed ships had numerous issues. There are numerous log entries testifying to these issues.,Neutral
Clipper was used to carry opium. A more proper should have been opium clipper.,Neutral
How about nuclear? When used properly the tech is not dangerous.,Negative
"Really enjoy your videos Matt! I'm a software engineer and avid sailor, so I found this video very compelling. I would like to nitpick for just a moment though. You make it sound as though rotor sails, wing sails, and hybrid systems are unproven technology still in the development phase. Wing sails have been used by America's Cup boats for decades now. You said yourself that rotor sails were first tested in 1926.  And go to any marina with sailboats larger than about 28ft and you'll find that nearly all of those sailboats have diesel engines. In other words, hybrids.   You also didn't mention SkySails, which is a German-based company already selling a large kite/spinnaker-like sail for cargo ships to improve efficiency when going downwind.  I think it's more accurate to say that the technological challenge is fitting these tried and true propulsion methods onto cargo ships and convincing shipping companies to adopt them.  Thanks and keep up the good work!",Positive
"Oi... Hate to break it to the ""Einstein"" who came up with the idea, but strap a couple of sails on it and learn to tack!

You are reinventing the wheel. This is a problem solvable with 1 millennium old tech.",Negative
Nuclear?,Neutral
"I remember you did a video on gravity batteries. And it seems like they have made notable progress that might be worth a video. Energy Vault has pivoted from the cranes to a self contained building. And they are going public to raise money. They have not explained that pivot very well, and I would love someone to ask them. Gravitricity has also made a test lift in the port of Edinburgh. So, it would be great to see how it went.",Positive
Your explanation to why airplane wings create lift is incorrect.,Positive
"Wind is vastly untapped recourse on ships. I hope they continue and expands testing both rotor design and wing design applications.

I have another belief of how to explain airplane lift.
As the wing pass through the air it will be:
1 forced by underside of the wing to move down (positive air pressure) and the wing will capture and opposite reaction upwards, witch we call lift.
2 flowing over the wing. The ""Coanda"" effect makes the air keep following the curved surface covering the top of the wing downwards action - and create (negative air pressure) an opposite reaction upwards = more lift.

The Coanda effect can easy be demonstrated by holding a round object for ex a bottle tilted on the side under water tap and see how the water follow the curved surface and may leave the bottle at an angle opposite side from where the water hit the bottle.",Neutral
Oh no more renders...,Neutral
"My inner child is like ""sailboats yay!!!"" 😄",Positive
Bro Study about Tamil history you know about ship sailing.,Neutral
Jaques Cousteau's Calypso II did this.,Neutral
Bro bread and beer making process also release CO2 emissions then why no measure ?,Neutral
Wind powered ships??? Who would of thought this was possible!!!!!???,Neutral
nonsense,Negative
"Shipping will never be truly green unless it goes old school, and with modern fabrics and construction I don't think thats impossible. Part of the problem for climate change just now are these half way technologies, If transport can happen without using fuel then why are we fannying around with middle of the road tech that just gives a slight reduction ? There are harder to solve problems to go green than transport of goods.",Negative
Anyone else appreciate the irony in the fact that the ship she showed as an example of carbon emitting ships was called the evergreen?,Positive
Howlong before enron claims he invented wind sailing,Neutral
I'm super skeptical about the magnus effect sails. The limited surface area and the fact you have to keep them rotating make me think that it's kind of dumb,Positive
"Interesting idea, but you also have hydrogen fuel. Everyone talks about green hydrogen. Wouldn't a cargo ship be perfect for that. Water is right there. How big would it be for a wind powered fuel cell to be used for propelling such a vessel?",Negative
"2:00 ""Clipper could reach a top speed of 23 MPH in favorable wind conditions... side note, that is faster than today's cargo ship""

Granted, comparing top speeds is a little unfair.  The modern ships can presumably cruise at or close to their top speed most of the time, while the older vessels could only do so when the winds were blowing the right way.  Comparing typical average speeds is probably more interesting.

And, of course, some adjustment for cargo capacity might make sense as well.  Best I can tell, we're talking about modern ships that can carry 40x of the cargo (and likely with a smaller crew)",Positive
"Put windmills on the ships, that Power electric motors to Aid the combustion engine. 
Then since I have so much surface area put some solar panels on them.",Neutral
"the wind is used to provide thrust right?

unless its sails why would that be better than a propeller in the water like usual?

if you want it to be cleaner then just use a cleaner energy source?",Positive
"Wind's utility seems to be limited to a supplemental role for efficiency gains. Why isn't nuclear submarine technology adapted to power some of our biggest ships? Accidents are always a concern, but surely these can be overcome through good design and navigation technologies that minimize human error. I can't imagine a mishap being as uncontrollable and difficult to contain as Exxon Valdez. Nuclear just needs to be made safer and healthier than what we currently have. It's a rather low bar to cross.",Positive
There are huge disadvantages to wind power.   That's why shippers went away from FREE fuel to paying millions.  But man the hybrid approach seems like a fantastic idea. When you showed that they can be retracted is exactly when I was on board.   I'd bet with some careful re planing of routs/timing you could get the wind power up to 80-90%,Positive
Wait a minute.  Haven't we been here before?  I feel like we've been here before.,Negative
Throw in some sea-water misting technology for raising albedo and we have a package worthy of some tax-break investment structures. The crews will need added solar UV/IR protections as well.,Positive
Wind turbine hydrogen storage ship,Neutral
One thing I want to point out about the sulfur dioxide is that the three largest ships create as much sulfur dioxide as the entire United States.,Positive
Clippers are faster than modern day cargo ships only because the cargo ships choose to run at lower speeds. Wendover productions just made a similarly interesting video on the subject.,Positive
"Is it not possible to install large vertiical axis turbines, such as the Savonius (which works well in disturbed air flows), onto boats? Though probably not a solution for large vessels.",Positive
Super yacht Black Pearl has an interesting rig setup for sailing. High tech and it can reach a maximum of 30 knots. Even half of that is impressive.,Positive
You did not mention the kite ship which has also had tests,Neutral
Great presentaion,Positive
I wish you also touches on the use of kite sail in shipping to save fuel.,Positive
Those wings may be solar cells at the same time...this increases efficiency...,Positive
what about a simple electric motor and retractable solar pannle shell over the top of a ship?,Positive
"You call yourself a scientist, and perpetuate the false idea of co2 being a problem. Stop pushing the agenda! Otherwise, good content. Thank you.",Positive
"Great video as always. One minor nitpick: When ships ""idle"" waiting to get into port, they usually do not run their main engine but a much smaller generator unit. While it still consumes fuel, it is really not that big of a issue when compared to the massive main engine.",Positive
"Mat my man, container ship can go 25+ knots no clipper ever with cargo was able to attain that speeds. And heavy fuel is gradually being replaced. If you want really green shipping we should go nuclear.",Positive
Ships and diesel trains burn the cheapest fuel they can get away with. Much of the foul stench can be eliminated by de-sulfurizing and de-aromatizing (catalytically adding hydrogen to eliminate double bonds) the fuel at the refinery. Bunker fuel is stomach turning even before it's burned.,Negative
This tech is known and viable. Glad to wait a week for my delivery with discount. Now can they stop dumping their shit and rubish in the ocean.,Negative
Wow wind seems so obvious to turn back to for shipping. I think it could be tremendously advantageous from a financial & environmental perspective.,Positive
"How to reduce air pollution?
And than, buy now this device than will do almost nothing! Its better to burn your money than buy the crap🤣",Negative
Nothing will work unless we can get China India and other developing nations to sign on to the strict standards we need. We also need to stop cutting down the rainforest and in South America and Africa. And we need to stop deforesting the United States and paving over all useful land.  If we are not willing to do these things than nothing we do will matter and it is a huge waste of time and a massive  money sink,Positive
"Next video, why horse power is the future",Neutral
I feel This Video was repeated again,Neutral
"In my opinion, shipping isn’t too hard to decarbonize if we use nuclear ships, much like aircraft carriers. The only challenge is passing green regulation to ensure there are no regulatory challenges at ports!",Positive
There are boat that can sail for years without  refuelling...,Neutral
"🤔🤔🤔 ... What about Cargo Ships powered by small, modular and mobile ""Generation IV Nuclear Reactors"" ... similar to the ""Project Pele"" ... Pebble Bed Technology ... !!!",Neutral
im so happy that in 2021 we are finally learning about the power of the wind & boats! what a time to be alive!,Positive
In the wind ships history you forgot about final step which were windjammers.,Neutral
Marinetime  is future.  Thanks to bring this video to us.,Positive
"What about kite rigs? I don't know how they compare in terms of power generation but they don't take up any space on the ship itself. Also, they operate higher up in the atmosphere where the winds are stronger and more steady and they should scale quite well. I was surprised you didn't at least mention them.

SkySails is a company that's trying to bring these to market.",Positive
It is the same as the M1 Macbook pro went back in time.,Neutral
It makes me wonder if there’s anywhere else this logic could apply. We dropped wind powered sailing for advanced steam engines; did we do it with anything else?,Positive
Maybe it's my lack of a physics doctoral degree but I don't understand why they haven't tried making a collapse-able or otherwise folding cover for the top of the cargo ship. Cover it with solar cells and then put a bunch of batteries in the bottom if the ship where the engine and fuel was previously stored.,Negative
"""Wind powered ships"". I think there was another name for those? Obviously a straight forward solution compared to Ammonia or batteries, but it will require a 2-3 times bigger fleet if shipping volume is to be kept as sailboats are slower.",Positive
"Really interesting. A couple bits of information that got my attention right out of the gate were how short a time period we've been using exclusively fossil fuels, and that under the right conditions clipper ships actually traveled faster than modern cargo ships routinely do. Showing wind is a viable solution. 👍",Positive
Well we have been using wind powered ships for centuries.,Positive
"Wind powered ships exists
Me : Hey , I've seen this one
Matt : What do you mean you've seen it, its brand new!",Neutral
"Look at Econowind, wind propulsion used in practice, turning a profit as well.",Positive
"Surprised you didn't bring up kites- I saw a report of those many years ago, and even though the benefit was considerably lower, the cost was much, much less- let alone the space they took up.  Look up towing kites for ships- and where did that go?  I was hoping for an update.",Positive
So a sailboat ⛵️,Neutral
"I like this, but it may come down to countries that are more serious about it only allowing these ships into their ports to get some other countries to go along with it.",Positive
"Oh do come on, Matt.
Flettner cylinders are the least efficient sails known to man - even an 18th century square rigger would be more efficient.  Ask yourself why aircraft propellers (or wings) are not cylinders….!!

No Green technology ever works. 
R",Negative
"What about kite sailing? A big kite in front of the ship. Big kites can generate A LOT of power in open sea, getting the winds that are powerful meters over the ship surface and the kite can get pulled down when needed. Kites can be controlled left / right, and Up / down if needed, like when kite surfing.",Positive
One of the first things that need to be considered when discussing pollution is the Global Military Industrial Complex. They alone represent more than 40% of the emissions. The USA and other large nations need to learn how to negotiate without big machinery as threats.,Positive
"So we indirectly ""sail"" yet again right?",Neutral
"well, we did use the wind to carry stuff around the world some time ago, so i guess, we can maybe try again? :))",Positive
As always interesting…. Thank you,Positive
Nuclear is the future,Neutral
I'd like to also hear about kite ships,Positive
Interesting,Positive
Is anyone collecting methanol emitted by the permafrost in Siberia?,Neutral
"There’s no doubt that a cargo ship from the future will need to use wind power. Anything else is flat out incompetent. Of course they will also need some other power, but taking more than 80% of propulsive power from the wind is easily achievable without any new knowledge whatsoever. The rotating “wing” is a dead end. The efficiency is stupid low. The only reason they are not rejected is that engineers feel better about things that look like machines and have a seemingly cool way of working. 

It’s quite easy to make a mainly sailing cargo vessel that can move fast and have reliable passage times. It needs to have an actual boat designer look at the shapes and functionality. Present cargo ships are designed predominantly as industrial units, where total efficiency is disregarded. If a cargo plane was designed with the same mindset, it could never fly. 

The hull and superstructure needs to be streamlined, have little windage. Cargo must be inside the ship, not stacked on top of it. The under water parts must be better than just cargo boxes. They need to be seen as actual vessels. Probably foldable leeboards are needed, as a dramatically more efficient way of limiting leeway. Also an easy solution, that has been in use on sailing cargo ships in northern Europe for 600 years. Soft wing rigs or rigid ones that can be lowered is the right setup for propulsion. Airplanes use wings, because that’s the only usable option. The task on a ship is exactly the same one. 

The cargo ships of today are so poorly configured because there was no motivation for not being extremely wasteful. Now there is. If shipping is presented with the true bill for their wastefulness, they will clean up in the blink of an eye. As mentioned, all necessary knowledge has been available for decades, much of it even for centuries. There’s no excuse anymore.",Positive
Can current ships be retrofitted or will we need to wait for the next shipping boom for the few big shipping companies to start construction with this tech?,Neutral
"Sails on ships: 
You couldn't live with your failures, and where did that lead you?
Back to me.",Positive
Full circle time.,Neutral
"I can't wait until all these morons wanting Zero Carbon, finally realize this will kill off the plants needed to provide oxygen for our growing population.   We need to move away from fossil fuels as they are limited in supply... but note too that wind and solar are not the best solution.  We need to be building better nuclear systems supported by better batteries to handle variances.",Positive
Salt water flow battery with electric motors,Neutral
"you mean the past right, you have seen a sailing ship?",Neutral
yes and it was the past too...,Positive
"I'm somewhat skeptical that wind power will ever be able to economically move the amount of mass in a cargo ship the size of todays ships. At best wind power may supplement traditional power systems, but the cost will have to be so low as to be a no brainer. Either that or we'll have to go back to a vast fleet of much smaller ships....which would be pretty cool really. Maybe the day of the true sailing cargo ship is coming back ?",Positive
Buy local??,Neutral
"I wonder why none trying to use Jacques Cousteau's turbosail. That ""sail' is way more efficient than a regular sail, without the inconvenience of a rotating mast.",Positive
Don't ships use the most dirty fuel there is? All these need to be compared with just making them using the cleaner fuel they use near ports all the time.,Positive
actually my uncle invented the solid sale in the 70s with the idea of one of it's main applications being large cargo ships.,Positive
"Clipper ships, which carry (you guessed it) barber supplies...😏🤣🤣",Neutral
"We have nuclear powered submarines, why don’t we have nuclear powered cargo ships?",Neutral
"Ammonia is a super Greenhouse Gas…It’s bad enough that SpaceX uses it to Fuel rockets, but using it to fuel cargo ships is a huge mistake.",Positive
What about kyte sails? they wouldn't take up a lot of space.,Neutral
"Interesting topic, my wife is a high level marine engineer working mostly on different solutions to make ships more environmentally efficient. 

These sails might be a good addition for some of the ships but not for the whole fleet.

The first and most important thing is to minimise global trading. But other than that there are not much better solutions than a form of bio fuel. Either a alcohol or a oil, burned in a combustion engine with exhaust treatment installations. For smaller vessels a fuelcell burning either hydrogen or ammonia might be possible in the future but is not a developed technology yet, and especially hydrogen is not exactly the most efficient thing we know. It’s a bit of a waste of good energy.",Positive
It would be good to see some of the technology from the Americas cup boats used in Shipping,Positive
Next you'll be telling us that we can use a large piece of cloth to catch the wind and pull ships through the water. Crazy stuff!,Negative
it's an interesting thought HOWEVER talk to any sailor across the world and they will tell you exactly why this will never practically be a normally used mode of transport ....dead wind happens ...A LOT and then ...you're stuck,Negative
What about nuclear?,Neutral
"Didn’t see the link mentioned about the air filter, in the description?",Neutral
"Perfect video, well done sir, i like science",Positive
"Great presentation Matt. For me, I like an ""all of the above"" type approach to energy utilization, including on ships. I love sailing, so, yeah, make it so.",Positive
I just love the idea that we can bring back the look of all ships having sails. It'll make cargo ships so much prettier. Also the reduction is pollution is good too I guess.,Positive
So what is stopping us from slide loading off a ship if we design it that way? Seems like top unloading is the only method besides car cargo ships. And move the crane to be on the ship like ones on docs? Then you can have a covered deck for solar/wind applications and improve the areo effeciency.,Positive
"Amazing, it looks goofy, then again so do I.",Positive
$VVIND,Neutral
Very Promising.,Positive
If you bring back sailing ships you have to bring back pirates!,Neutral
Interesting to see that sea trials are finally happening. It’s going to take every technology we have to decarbonise shipping. It’s a pretty tough one.,Positive
What about air ships?,Neutral
Love ya channel but I'm fairly sure shipping is way higher than 3 percent. They burn crude dirty oil out in international waters.,Neutral
That is reatching but it can make 1% of economy. I think hard sails can do a remarkable savings.,Positive
"Your data is incorrect & not supported by any authentic source.
Moreover at beginning you said 3% emissions & then some time later you said 2.5%.",Positive
"Transportation is very much time-table/contract driven and wind is not always there, even on sea.
Really, stop with the these ""green"" nonsense videos.

I am unsubscribing, because as much as I like tech, yes even green tech, this is just getting ridiculous now.
We are arrives on the level of nuclear powered food-mixers and what not, it is just absurd.",Negative
Of course it's possible HOWEVER .. unless you are a princeling you can not ever develop anything that the rich did not think of first .,Positive
"Ah yes, return to good old sailing, nostalgia",Positive
"Amazing Technology, Deployed Worldwide Through My Deep Learning AI Research Library…
https://youtube.com/playlist?list=PLG7EoBMUD1JwbD5-MQpFRGvadGWtf-4yD",Positive
No. Wind towed are a net negative on the energy out put!!!,Negative
Hey Matt. My dad was talking about this to me a couple of months ago.,Neutral
"it is quite interesting, after all it makes a lot of senso to use wind.",Positive
"Do you think looking at wind technologies like these is the way to go? Any other technologies worth looking into? Get Air Health's Skye for your home today! bit.ly/air-health.

If you liked this video, check out ""Why the Airship May Be the Future of Air Travel"" https://youtu.be/_phicOPoQT8?list=PLnTSM-ORSgi4SraAVSwM4jMTJxjDh0xpf",Positive
The wind used to move ships in the past REMEMBER ?????? Dough 🙄🙄🙄🙄🙄🙄🙄,Neutral
"10k subscribers, and now you’re at 361k. Great job!!",Positive
Could anything else but engine power move a ship into the wind ?,Neutral
It's good that production in China is being moved to Mexico for the US market.,Positive
"Would would have thunk""",Neutral
Почему бы сбоку раскрывающиеся паруса не приделать?),Neutral
Nyimak selalu boss,Neutral
Waoooow..kapal yang sangat bagus dan canggih,Neutral
I like aerofoils because they give the ship that historic look.,Positive
great editing skills,Positive
"You didn't ""sawR"" a video.
That's not English grammar taught in schools. 
NOT lawR drawR drawRing withdrawRal awR-inspiring NOT asdaR pastaR pizzaR bananaR cinemaR sofaR mediaR dataR areaR NOT indiaR kenyaR canadaR viaR americaR. 
It's a bad diction rhotic habit, not English.",Negative
Windpower was also the PAST of shipping 😆,Neutral
It’s a stupid idea as the amount of cargo that the big container ships carry a mass amount of cargo because a lot of countries get their stuff made in other countries and the ships are running 24/7 and what about the big seas and storms and the wind direction so if you want sails you will wait months for your cargo and people don’t want that also in todays world it mean lose of profits as the companies will send the product by air and the deck space drops as well is under the deck as the mounting of the sails etc would take up yhat much space it would cut the load by 60% compared to a large ship with a oil burning engine also they would cost mealy as much would require more maintenance which will increase the cost of carting cargo so it hasn’t been work out very well and the container ship of to day are the way to go and stay as with all the renewable energy ideas none of it has proven to be cheap or efficient and anything renewable has a massive price tag and people that support are the reason prices are so high,Positive
"Yeahhha,  Weight Anchor, (uhh what are the other commands. Bring out the spanker.",Neutral
"Hi! Just interviewed Niclas Dahl, Managing Diretor at AlfaWall Oceanbird, the joint venture developing Oceanbird -the world´s largest sailing ship for freight! If anybody is interested! :)
https://www.youtube.com/watch?v=_WmwX5W_l5k&t",Positive
"Well, the business case can be solved by handing savings down the line. Being cheaper in operation still sells. Advertising with ""environmentally friendly"" does sell, too.
But what about the DynaRig. Searching for a video, I found yours. 
It can be used at almost any wind, trained and trimmed by one man, and by generating hydrogen with the propeller, fuel, to be burned in conventional diesel engines, can be produced. 
The super-yacht Black Pearl (no, not Jack Sparrow's) also has photo voltaic on its sails.
Could be 0 emission and phantastic economies in fuel. 
The system has existed for half a century, now, thus is proven. 
Just a thought, possibly worth an investigation.",Positive
"If the entitties who charter the ship for their multi-million dollar trades had to bear the costs of the carbon emissions and offset them, they would be all over this.

The solutions are there, but there we move at tortoise speed.",Positive
Wind powered shipping? I was a guest at one of Lord Hattherington's little social gatherings last month and there was rumour of a gentleman in London designing a steam powered vessel. Imagine! These are indeed such frighteningly modern times.,Negative
Add solar panels,Neutral
"Environmentalism is communism 
Green is Red
However, multiple engines and power is good
Hygrocarbons are free energy produced by microbes in Marcellus shale deposits 
Oil is good
But why not have an extra power, just in case",Positive
excellent vid...thank you!,Positive
"This is such a fascinating concept! Love the era of dreaming we live in, even if all ideas don’t pan out.",Positive
We are evolving backwards?,Neutral
the convenience driven economy has rejected your offer.... seriously if we could all be able to afford to wait for 3 months for all our needs.. or even weeks for local things to get to us.. we could make a really efficient world. patients brings wealth but i know most people dont have supplies stocked up for 3 months. if everyone could though then it would really make it better. i think were headed toward that tho. like amazon basically specializes in this.. keeping the things we want the same day or week on hand in our area..in order to cut out all that unnecessary shipping and handling. thats why amazon is so rich. they are doing the patient part for us while we just click to our satisfaction! but people you can be your own amazon you know,Positive
"A lower and wider wind turbine would be much better.
https://www.youtube.com/watch?v=cVU9a1N2BSU&t=252s",Positive
"Sure, and it's also the past of shipping.",Positive
"Great video !
Jacque Custeau had a vertical rotating sail on his ship made from aluminum in the 70s. He did have great success with it however it continued to Crack the welds at the base and was discontinued. 
Maybe carbon fiber is the answer.",Positive
They need to use the nuclear reactors from all these decommissioned submarines to power the cargo ships you can have a fleet of them they only need refueled once ever 25,Neutral
They need to be at least twice the size of the old wind Jammers made of ultralight strong material solar powered to produce the power needed and wind for the propulsion they could also have a small solar powered battery powered motors in case you know there was no wind or for emergency navigation they can transport dry goods or that wouldn't go bad or luxury non-perishable cargo and people could even selling point people that wouldn't mind to pay a little more to get their stuff shipped to be green ultra green eventually going to get the price down but the ships would have to be made of ultralight materials to take advantage of the wind and try to generally carry you know lighter cargo but they can carry quite a bit of cargo the old wind Chambers carried stuff like Cole and stuff that was salt stuff that wouldn't be perishable because they were slower you wouldn't need as big a crew to have a small crew the ship could be the rigging could be as automated as possible with a series of pulleys and cranks so that people wouldn't have to climb up and hold on and all that dangerous stuff that they used to do,Positive
Write to me if you’d like another story in breakthrough technology for the shipping industry.,Positive
I think the climate mandate plus the ridiculously low profit margin for charters( 2-4%) will drive this change much faster than you predict.,Negative
"Does wind power shipping falls under ""green shipping""  ?
Please anyone clear this doubt.",Positive
"Instead of all the high-tech solutions on offer, why can't governments kick the manufacturer's of these ship engines/ship designers/owner-operators into cleaning up their exhaust emissions?
We've all seen the effect that can have on the car and truck industries, with adblue injection and exhaust particulate filtration etc. so why can't it be done on ships?
I live and work near a port in the UK. I can tell you that these cargo and tanker ships are anything but 'clean' when they start up, never mind running.",Positive
"Steel sailing ships called Windjammers demonstrated 98% sail propulsion and were commercially profitable into the 1920’s. Modern aero hydrodynamics and larger ships will be enough to bring back sailing as the dominant propulsion because it’s both faster and cheaper. You may be skeptical, but observe how the UK is competitively employing vast wind turbine farms in the North Atlantic to transform their economy to a more efficient and self reliant one. The three blades on each turbine are just sails that turn a generator that convey power to a battery in an electric truck that conveys cargo. A sailboat is just a simpler, more efficient and larger wind powered conveyance.  

Retrofitting existing ships with sails is naturally disappointing because the cargo ships are narrowly designed around diesel propulsion. Adding sails raises the possibility of capsizing for example. This limits the height of sails. 

We are limited by imagination and ignorance of our vast sailing heritage. But not the physics.",Neutral
"Nope, it's the origin of shipping. But who'd have thought ppl would go back to washing baby nappies?",Neutral
"Norsepower looks interesting yet what about the sound pollution? Kites probably are made from plastic and may get lost. Still boat paint, glass fibre, or the rare balsatree harvested from the amazons to produce wind turbines tend to be forgotten. Less consumption, plasticban (surely they can invent better materials by now) and no garbage burning will probably lessen the burden on mother earth.",Positive
"Ένας
Τρόπος
Κίνησης
Του
Αβέρωφ",Neutral
"why dont we use vertical windmill, install 5 vertical windmill to produce electricity and as soon the ship start moving , more air will strike on rotor",Negative
Little did the very first sailors know they'd actually invented a passive fusion energy collector.,Positive
Or; we could just force manufacturers to make their products on the same continent they are sold in.,Neutral
NOOOOOOOOOO,Neutral
"Offshore combined wind/wave/solar powered  liquid fuel producers could produce renewable fuels, like ammonia, which can be burned and can power fuel cells.   Liquid fuels can also be produced by producing various carbon and hydrogen carriers, as Audi is doing now.  
Ships could stop by and fill up.   It might make sense for ships to keep shipping, and leave energy collection to specialists.  In fact, perhaps tankers could get towed by specialized 'kite ships', because it's hard to combine existing sail, rotor and kite tech with tankers.",Positive
age of sails part 2,Neutral
"WOW THIS REALLY IS THE ""future"" OF SAILING!!!!",Positive
"What will bring cargo faster, that way we'll go,nithing can be faster than nuclear, but its too expensive, then either hydrogen in form of ammonia with fuel cell, or old diesel...",Positive
"The only thing we need to address the problems associated with these alternative methods of powering cargo ships is fundamental change in our attitudes as a society.  Simple, right?",Negative
Use flap wings on the both sides of the ship by using cyclo rotor,Neutral
A wooden power is the answer because the world ran on wind power long before diesel was invented armies were moved across the world cargo and goods were moved across the world just cuz the wind dies for 3 or 4 days just means it's going to be late and you're namby-pamby ball-headed precious world will have to be put on hold for four or five days,Positive
"*cough* *cough* nuclear ships, they use it on submarines why can't they use it on ships *cough* *cough*",Neutral
Reef the sails me hearties and prepare to be boarded,Neutral
