video_id,author,like_count,published_at,text,clean_text,sentiment_score,sentiment_label,keyphrases,barriers,topics
L86znpiEzX0,@marcosandrini4920,2,2021-02-10T23:24:56Z,"the sail method is basically what new american cup boats are using, seeing they sail at 3 times wind speed, it probably is a nice idea :)",the sail method is basically what new american cup boats are using seeing they sail at 3 times wind speed it probably is a nice idea,0.4215,Positive,sail|method|basically|new|american|cup,,wind
L86znpiEzX0,@lunes-1,2,2021-02-10T12:26:22Z,"Great video,keep it up.!",great video keep it up,0.6249,Positive,great|video|keep|great video|video keep,,
L86znpiEzX0,@snoopbeagle2583,0,2021-02-09T14:41:55Z,Just like 1492 please pull your head out of your ass,just like 1492 please pull your head out of your ass,0.0772,Positive,like|please|pull|head|ass|like please,,
L86znpiEzX0,@besharamashney,0,2021-02-08T16:09:25Z,@elonmusk should just create electric cargo ships,elonmusk should just create electric cargo ships,0.2732,Positive,elonmusk|create|electric|cargo|ships|elonmusk create,,ship
L86znpiEzX0,@TUHANbukanorangARAB,0,2021-02-08T11:04:35Z,"""What has been will be again, what has been done will be done again; there is nothing new under the sun.""",what has been will be again what has been done will be done again there is nothing new under the sun,0.0,Neutral,done|nothing|new|sun|done done|done nothing,,
L86znpiEzX0,@shawnnoyes4620,0,2021-02-07T20:27:15Z,This is the dumbest thing that I have ever seen.,this is the dumbest thing that i have ever seen,-0.5106,Negative,dumbest|thing|ever|seen|dumbest thing|thing ever,,
L86znpiEzX0,@danmarcil8704,0,2021-02-07T00:10:14Z,"The biggest problem is societies thought process. We are consumers first and foremost. We want it all , and we want it NOW. Not enough people think about the impact shipping has on nature. No mention 
 the effects of the underwater noise pollution that shipping has on whales and all the species of marine life that use sonar as a means of surviving.",the biggest problem is societies thought process we are consumers first and foremost we want it all and we want it now not enough people think about the impact shipping has on nature no mention the effects of the underwater noise pollution that shipping has on whales and all the species of marine life that use sonar as a means of surviving,-0.2732,Negative,want|shipping|biggest|problem|societies|thought,,ship
L86znpiEzX0,@anttumurikka8728,1,2021-02-06T21:32:16Z,it not working. rotor product only 5% energy what need to move and running systems. it works only theory,it not working rotor product only 5 energy what need to move and running systems it works only theory,0.2732,Positive,working|rotor|product|energy|need|move,,
L86znpiEzX0,@davestanton3822,0,2021-02-06T11:19:38Z,"What about employing the use of Hydro Foils like the New Zealand designed America's cup yachts?  
There might be huge advantages in just reducing surface friction .........getting more of the front of the boat out of the water reducing drag?
What do you think?",what about employing the use of hydro foils like the new zealand designed america's cup yachts there might be huge advantages in just reducing surface friction getting more of the front of the boat out of the water reducing drag what do you think,0.6597,Positive,reducing|employing|use|hydro|foils|like,,
L86znpiEzX0,@TriloByte101,0,2021-02-05T17:57:20Z,just go nuclear,just go nuclear,0.0,Neutral,nuclear,,
L86znpiEzX0,@FoxDren,0,2021-02-04T04:50:00Z,solution. have ports slap a charge onto ships dependant on how poluting they are. make it more economical to run these green ships,solution have ports slap a charge onto ships dependant on how poluting they are make it more economical to run these green ships,0.4404,Positive,ships|solution|ports|slap|charge|onto,,ship|port
L86znpiEzX0,@baconn1ce,0,2021-02-03T19:33:48Z,"or nuclear, as ships are much larger so they have space to prevent any radiation, nuclear reactions can last for years and years on water without needing to refuel and don't rely on wind for speed, could be higher one day, lower the next, nuclear is constant high energy",or nuclear as ships are much larger so they have space to prevent any radiation nuclear reactions can last for years and years on water without needing to refuel and don't rely on wind for speed could be higher one day lower the next nuclear is constant high energy,0.0,Neutral,nuclear|years|ships|much|larger|space,,wind|ship
L86znpiEzX0,@legit9923,0,2021-02-03T12:54:59Z,Make it nuclear,make it nuclear,0.0,Neutral,make|nuclear|make nuclear,,
L86znpiEzX0,@maxhugen,0,2021-02-02T13:49:24Z,"Very ""light weight"" video. No mention of issues related to wind power, eg the very significant heel forces.",very light weight video no mention of issues related to wind power eg the very significant heel forces,-0.0276,Neutral,light|weight|video|mention|issues|related,,wind
L86znpiEzX0,@JazzbLu,0,2021-02-02T06:14:46Z,No it is not.,no it is not,-0.296,Negative,,,
L86znpiEzX0,@utahraptorfast,0,2021-02-01T19:00:59Z,How about Liquid Fluoride Thorium reactor powered cargo ships,how about liquid fluoride thorium reactor powered cargo ships,0.0,Neutral,liquid|fluoride|thorium|reactor|powered|cargo,,ship
L86znpiEzX0,@zolikoff,0,2021-01-31T11:28:04Z,"No, this is ridiculous and unworkable. Time travelers from the age of steam would laugh.
You want a solution for emissions? Just put a nuclear reactor in the cargo ships. Easy, viable, an already solved problem.",no this is ridiculous and unworkable time travelers from the age of steam would laugh you want a solution for emissions just put a nuclear reactor in the cargo ships easy viable an already solved problem,0.5859,Positive,ridiculous|unworkable|time|travelers|age|steam,,ship
L86znpiEzX0,@paulskywarrior6943,0,2021-01-31T02:30:54Z,will it coulkd be better without an unmaned,will it coulkd be better without an unmaned,0.4404,Positive,coulkd|better|without|unmaned|coulkd better|better without,,
L86znpiEzX0,@Mwkhalique,0,2021-01-29T20:41:28Z,Why not to create electricity using wind energy on board and powering the boats with it??? It won't be taking that much space and the emissions will go down to zero percent.,why not to create electricity using wind energy on board and powering the boats with it it won't be taking that much space and the emissions will go down to zero percent,0.0736,Positive,create|electricity|using|wind|energy|board,,wind
L86znpiEzX0,@kaceymarkus2558,2,2021-01-28T11:05:50Z,Just incase this is the first shipping video you have come across. the practice of slower shipping routes is widely used by most shipping companies. That means this sail boat idea is a lot more achievable then this video portrays. if someone made a relatively cheap mono side mounting sail that wouldn't take up deck space this could become a reality.,just incase this is the first shipping video you have come across the practice of slower shipping routes is widely used by most shipping companies that means this sail boat idea is a lot more achievable then this video portrays if someone made a relatively cheap mono side mounting sail that wouldn't take up deck space this could become a reality,0.3804,Positive,shipping|video|sail|incase|first|come,,ship|port
L86znpiEzX0,@bchadaway7469,1,2021-01-28T03:33:13Z,"Actually, wind on the beam is often a sailboat's most efficient point of sail. It's called a beam reach. The problem with wind for shipping is the headaches it would cause for shippers and, no less, for harbor masters who have to manage a berthing schedule.",actually wind on the beam is often a sailboat's most efficient point of sail it's called a beam reach the problem with wind for shipping is the headaches it would cause for shippers and no less for harbor masters who have to manage a berthing schedule,-0.1796,Negative,wind|beam|actually|often|sailboat|efficient,operational,wind|ship
L86znpiEzX0,@urbanspaceman7183,0,2021-01-27T19:09:37Z,Clever stuff.,clever stuff,0.4588,Positive,clever|stuff|clever stuff,,
L86znpiEzX0,@urbanspaceman7183,0,2021-01-27T19:07:40Z,"Get back to the good old days, use slaves...........................................................That was a joke by the way.",get back to the good old days use slaves that was a joke by the way,0.6249,Positive,get|back|good|old|days|use,,
L86znpiEzX0,@VestasVirtue,0,2021-01-27T03:08:05Z,yeah ima be honest if i had the chance and money to buy these new techs and i cared id try it out because if it worked thats a lot of money saved and more people not wanting me dead because of my pollution hell if i owned one of the shipping companies fuck it have one ship with the tech on it and see how it goes a relatively small investment but i do understand thats still a lot of money used,yeah ima be honest if i had the chance and money to buy these new techs and i cared id try it out because if it worked thats a lot of money saved and more people not wanting me dead because of my pollution hell if i owned one of the shipping companies fuck it have one ship with the tech on it and see how it goes a relatively small investment but i do understand thats still a lot of money used,0.4975,Positive,money|thats|lot|one|lot money|yeah,,ship
L86znpiEzX0,@vasoscharitantis,2,2021-01-26T20:36:34Z,I enjoyed your presentation. To the point. Keep on researching and sharing your thoughts and concerns!,i enjoyed your presentation to the point keep on researching and sharing your thoughts and concerns,0.7269,Positive,enjoyed|presentation|point|keep|researching|sharing,,
L86znpiEzX0,@trondwell13,0,2021-01-26T19:53:24Z,"narrow rigid aerofoils are likely to be the most effective form of wind power, particularly in arrays. An array can create a natural wing shape in the wind profile, yet can be more efficiently feathered in adverse (unlikely) conditions unless minor course changes (less than 20 degrees) are acceptable. The rotor ships still consume fuel (~5-10%) (albeit recycled heat is being used) and yet are only equivalent of an aerofoil. Furthermore, the exhaust from engines could be directed to the aerofoils and used to improve the airflow and power.",narrow rigid aerofoils are likely to be the most effective form of wind power particularly in arrays an array can create a natural wing shape in the wind profile yet can be more efficiently feathered in adverse unlikely conditions unless minor course changes less than 20 degrees are acceptable the rotor ships still consume fuel 5-10 albeit recycled heat is being used and yet are only equivalent of an aerofoil furthermore the exhaust from engines could be directed to the aerofoils and used to improve the airflow and power,0.8746,Positive,aerofoils|wind|power|yet|used|narrow,,wind|ship
L86znpiEzX0,@ravikiranramachandra1000,0,2021-01-26T11:29:44Z,Wind power was the past of shipping industry too.,wind power was the past of shipping industry too,0.0,Neutral,wind|power|past|shipping|industry|wind power,,wind|ship
L86znpiEzX0,@the123bugatti,0,2021-01-26T10:19:28Z,Where do you get all your stock footage? Do you have a subscription somewhere which enables you to download unlimited?,where do you get all your stock footage do you have a subscription somewhere which enables you to download unlimited,0.0,Neutral,get|stock|footage|subscription|somewhere|enables,,
L86znpiEzX0,@angusabercrombie647,0,2021-01-25T19:53:16Z,thermoelectric panels?,thermoelectric panels,0.0,Neutral,thermoelectric|panels|thermoelectric panels,,
L86znpiEzX0,@tvgamers1661,1,2021-01-25T13:42:05Z,Is it just me or does he sound like wilbur soot,is it just me or does he sound like wilbur soot,0.3612,Positive,sound|like|wilbur|soot|sound like|like wilbur,,
L86znpiEzX0,@A0-3-0,0,2021-01-25T11:39:27Z,RIP industrial revolution,rip industrial revolution,0.0,Neutral,rip|industrial|revolution|rip industrial|industrial revolution,,
L86znpiEzX0,@PLMassTahh,0,2021-01-24T10:59:59Z,"Awesome vid but please do 
SHAVE bro :)",awesome vid but please do shave bro,0.6705,Positive,awesome|vid|please|shave|bro|awesome vid,,
L86znpiEzX0,@matthsini,0,2021-01-23T19:28:48Z,"1:37 It lacks 4 elephants and a massive turtle named Great A'Tuin, here ;-)",1 37 it lacks 4 elephants and a massive turtle named great a'tuin here -,0.6249,Positive,lacks|elephants|massive|turtle|named|great,,
L86znpiEzX0,@SiriusXAim,3,2021-01-23T12:48:56Z,"Only if you accept shipping times to be tripled. 10kts? Wow, such amaze, so fast, the sea gods are smiling upon us.",only if you accept shipping times to be tripled 10kts wow such amaze so fast the sea gods are smiling upon us,0.9169,Positive,accept|shipping|times|tripled|wow|amaze,,ship
L86znpiEzX0,@sheeplvl1,0,2021-01-23T02:30:30Z,Flat earth 2021 clock like! lol let’s see how many is watching this video.,flat earth 2021 clock like lol let s see how many is watching this video,0.6486,Positive,flat|earth|clock|like|lol|let,,
L86znpiEzX0,@Ellis0729,0,2021-01-22T21:22:30Z,Why not nuclear we now that it works with aircraft carriers y can't we do the same with cargo,why not nuclear we now that it works with aircraft carriers y can't we do the same with cargo,0.0,Neutral,nuclear|works|aircraft|carriers|cargo|nuclear works,,
L86znpiEzX0,@fgrion,1,2021-01-22T21:01:41Z,"dude, i like the fact that you are not selling this as the future and are sceptical of the results, especially when they claim 90%. I think we are very far from renewable energy on big forms of transports (lorries, ships, planes,...). the reason is, all these are designed to have a (relatively) small engine compared to the full cargo. for example, if you think of a ship, probably the engine is 5% of the total size, together with the tanks maybe 10%, same for planes. Of course you can have an electric car because the current petrol engine uses almost 1/3 of the car (the front of back part) so a 1 to 1 transition is not a bad thing.
About the kite, I really doubt it can be a feasible solution, simply because the ropes will need to be so ultra resistant that I doubt will be able to pull an entire vessel full of containers and in any case will reduce the emissions (as you mentioned) by 10% maximum, even by optimising them at their best.",dude i like the fact that you are not selling this as the future and are sceptical of the results especially when they claim 90 i think we are very far from renewable energy on big forms of transports lorries ships planes the reason is all these are designed to have a relatively small engine compared to the full cargo for example if you think of a ship probably the engine is 5 of the total size together with the tanks maybe 10 same for planes of course you can have an electric car because the current petrol engine uses almost 1 3 of the car the front of back part so a 1 to 1 transition is not a bad thing about the kite i really doubt it can be a feasible solution simply because the ropes will need to be so ultra resistant that i doubt will be able to pull an entire vessel full of containers and in any case will reduce the emissions as you mentioned by 10 maximum even by optimising them at their best,0.8344,Positive,engine|think|planes|full|car|doubt,,ship|transport|port
L86znpiEzX0,@mattevans4377,0,2021-01-22T20:29:56Z,"Can people seriously not come up with their own ideas, so they have to steal others. How about instead of going backwards, we go forwards instead.",can people seriously not come up with their own ideas so they have to steal others how about instead of going backwards we go forwards instead,-0.5994,Negative,instead|people|seriously|come|ideas|steal,,
L86znpiEzX0,@plebulus,0,2021-01-22T06:55:33Z,It's also the past of shipping,it's also the past of shipping,0.0,Neutral,also|past|shipping|also past|past shipping,,ship
L86znpiEzX0,@hatan2164,1,2021-01-21T17:27:10Z,Absolutely loved your videos ! Subbed,absolutely loved your videos subbed,0.6361,Positive,absolutely|loved|videos|subbed|absolutely loved|loved videos,,
L86znpiEzX0,@anthonys7660,0,2021-01-20T22:58:59Z,Reject steam engine return to sailboat,reject steam engine return to sailboat,-0.4019,Negative,reject|steam|engine|return|sailboat|reject steam,,
L86znpiEzX0,@anicepineapple9067,0,2021-01-20T18:17:50Z,I'm glad all the comments addressed the elephant in the room here.,i'm glad all the comments addressed the elephant in the room here,0.4588,Positive,glad|comments|addressed|elephant|room|glad comments,,
L86znpiEzX0,@james7286,0,2021-01-20T13:29:22Z,Return to tradition,return to tradition,0.0,Neutral,return|tradition|return tradition,,
L86znpiEzX0,@somedude8468,0,2021-01-18T21:12:50Z,"no, is the past, Duh",no is the past duh,-0.296,Negative,past|duh|past duh,,
L86znpiEzX0,@jerrybryson8679,0,2021-01-18T10:50:46Z,How about a wind turbine geared to  prop?,how about a wind turbine geared to prop,0.0,Neutral,wind|turbine|geared|prop|wind turbine|turbine geared,,wind
L86znpiEzX0,@matthewassuncao6038,0,2021-01-17T14:17:23Z,"""Is wind power the future of shipping?""

Sailboats: ""am I a joke to you.""",is wind power the future of shipping sailboats am i a joke to you,0.296,Positive,wind|power|future|shipping|sailboats|joke,,wind|ship
L86znpiEzX0,@urnenfeld,0,2021-01-15T18:20:27Z,said the Phoenicians....,said the phoenicians,0.0,Neutral,said|phoenicians|said phoenicians,,
L86znpiEzX0,@Jebbson13,0,2021-01-15T18:10:24Z,I clicked on this video to just see how many comments where about sailboats I was not disappointed,i clicked on this video to just see how many comments where about sailboats i was not disappointed,0.3724,Positive,clicked|video|see|many|comments|sailboats,,
L86znpiEzX0,@ExtremeGamerYT22,7,2021-01-15T16:05:21Z,"""Is Wind Power The Future of Shipping?"" Do you know why we started using engines? Because wind is slow, extremely, slow.",is wind power the future of shipping do you know why we started using engines because wind is slow extremely slow,0.0,Neutral,wind|slow|power|future|shipping|know,,wind|ship
L86znpiEzX0,@KING-qq3nd,0,2021-01-14T12:08:52Z,So the Past became the future 😴,so the past became the future,0.0,Neutral,past|became|future|past became|became future,,
L86znpiEzX0,@rainfyre2694,0,2021-01-12T19:16:17Z,"“It was a thing from the past, now a thing of the future” we have come full circle.",it was a thing from the past now a thing of the future we have come full circle,0.0,Neutral,thing|past|future|come|full|circle,,
L86znpiEzX0,@sachinbaiju6568,0,2021-01-12T13:22:35Z,What about nuclear ship,what about nuclear ship,0.0,Neutral,nuclear|ship|nuclear ship,,ship
L86znpiEzX0,@Catman2123,4,2021-01-11T03:22:03Z,"“You could not live with your own failure, so where did that bring you? Back to me.”",you could not live with your own failure so where did that bring you back to me,-0.5106,Negative,could|live|failure|bring|back|could live,,
L86znpiEzX0,@news2383,0,2021-01-09T22:09:09Z,Is nuclear impossible for nonmilitary ships?,is nuclear impossible for nonmilitary ships,0.0,Neutral,nuclear|impossible|nonmilitary|ships|nuclear impossible|impossible nonmilitary,,ship
L86znpiEzX0,@lordteapot9740,0,2021-01-09T17:59:13Z,"Lol, no.",lol no,0.1531,Positive,lol,,
L86znpiEzX0,@hi-fidude6670,0,2021-01-09T16:24:09Z,"Dude, we are supposed to move forwards in time not backwards. Sail power is cute and hilarious, you cant rely on it to move a 900-1300ft ship. Neither do wind turbines work, they are just terrible technology. Damage to the environment, extremely little power generation, poor efficiency, take up a lot of space, kill hundreds of millions of birds etc. Wind power just doesnt work. Better invest in nuclear or hydro, and just keep burning marine diesel/bunker fuel.",dude we are supposed to move forwards in time not backwards sail power is cute and hilarious you cant rely on it to move a 900-1300ft ship neither do wind turbines work they are just terrible technology damage to the environment extremely little power generation poor efficiency take up a lot of space kill hundreds of millions of birds etc wind power just doesnt work better invest in nuclear or hydro and just keep burning marine diesel bunker fuel,-0.8419,Negative,power|move|wind|work|dude|supposed,,wind|ship
L86znpiEzX0,@YeeSoest,0,2021-01-08T03:19:52Z,"The investment issue can easily be handled by our good old buddy, the free market. If I can charter a 2009 boat that'll use amount X of fuel OR the 2022 version that'll use X-20%, I know which one I'm going for. Yeah, it'll be more expensive in itself but I can tell my customers I shipped it green and that raises my profits!!",the investment issue can easily be handled by our good old buddy the free market if i can charter a 2009 boat that'll use amount x of fuel or the 2022 version that'll use x-20 i know which one i'm going for yeah it'll be more expensive in itself but i can tell my customers i shipped it green and that raises my profits,0.85,Positive,use|investment|issue|easily|handled|good,,ship
L86znpiEzX0,@spaghetti9067,0,2021-01-07T23:16:57Z,No hydrogen is,no hydrogen is,-0.296,Negative,hydrogen,,
L86znpiEzX0,@704LucasM,0,2021-01-07T15:31:51Z,"co2 is a problem where....just repeating shit knowledge
THE HUMANS ARE UNCAPPABLE TO CONTROL or CHANGE SIGNIFICANTLY THE GLOBAL CLIME, this is pseudoscience. And is a narrative used to control the oil usage in subdeveloped countrys so as yours, is all about capital and resources controled by big companies and governments.


THE SUN is who control the global atmosphere temperature, and the CO2 doesn’t control or change temperature, this is the biggest lie of this agenda, just go to desert and see if any gases keeps heat energy without the sun or umidity, and our emissions aren’t even close of those from OCEAN, who is the real controler of CO2 (and are disconnected with clime variation). Anyway the CO2 variates with OCEAN TEMPS AND NOT THE OPPOSITE. And the Green house effect is an wrong and old theory that is being reviewed in climatology bcause data is telling other story.


PLEASE PEOPLE, STOP BELIEVE IN GLOBALISTS LIES, READ THE ARTICLE FROM UNIVERSITY OF OSLO, DEPERTMENT OF GEOSCIENCE, they show what realy happens:
https://www.researchgate.net/publication/257343053_The_phase_relation_between_atmospheric_carbon_dioxide_and_global_temperature

And more:
https://bobtisdale.wordpress.com/2016/05/23/three-free-ebooks-on-global-warming-and-climate-change/",co2 is a problem where just repeating shit knowledge the humans are uncappable to control or change significantly the global clime this is pseudoscience and is a narrative used to control the oil usage in subdeveloped countrys so as yours is all about capital and resources controled by big companies and governments the sun is who control the global atmosphere temperature and the co2 doesn t control or change temperature this is the biggest lie of this agenda just go to desert and see if any gases keeps heat energy without the sun or umidity and our emissions aren t even close of those from ocean who is the real controler of co2 and are disconnected with clime variation anyway the co2 variates with ocean temps and not the opposite and the green house effect is an wrong and old theory that is being reviewed in climatology bcause data is telling other story please people stop believe in globalists lies read the article from university of oslo depertment of geoscience they show what realy happens and more,-0.9042,Negative,control|change|global|clime|sun|temperature,,
L86znpiEzX0,@bigmac1598,0,2021-01-06T14:08:45Z,It always was,it always was,0.0,Neutral,always,,
L86znpiEzX0,@justinmacasinag6258,0,2021-01-06T14:08:17Z,"Wind to power ships? 
Prepare my dragons! We’re going to westeros!",wind to power ships prepare my dragons we re going to westeros,0.0,Neutral,wind|power|ships|prepare|dragons|going,,wind|ship
L86znpiEzX0,@justinmacasinag6258,0,2021-01-06T14:05:52Z,"No ship, you’re drunk. You can’t remember the past.",no ship you re drunk you can t remember the past,-0.5574,Negative,ship|drunk|remember|past|ship drunk|drunk remember,,ship
L86znpiEzX0,@hughlawson1051,0,2021-01-06T11:50:27Z,"No one wants to watch a 60 second thank you to subscribers and request for likes, however well-meaning it is. FYI.",no one wants to watch a 60 second thank you to subscribers and request for likes however well-meaning it is fyi,0.5994,Positive,one|wants|watch|second|thank|subscribers,,
L86znpiEzX0,@Danielbode14,0,2021-01-05T22:55:40Z,"Im a seafarer and we are facinated with the age of the grate sail.. they use almanacs of currents and wind use stars for navigation didn't need modern tech..
It seemed they were more intune with nature and was extremely efficient if we can marry the best of both worlds would be amazing..",im a seafarer and we are facinated with the age of the grate sail they use almanacs of currents and wind use stars for navigation didn't need modern tech it seemed they were more intune with nature and was extremely efficient if we can marry the best of both worlds would be amazing,0.902,Positive,use|seafarer|facinated|age|grate|sail,,wind
L86znpiEzX0,@aidanmays7825,2,2021-01-04T17:46:27Z,Wind powered ships? Absurd,wind powered ships absurd,0.0,Neutral,wind|powered|ships|absurd|wind powered|powered ships,,wind|ship
L86znpiEzX0,@joeynav2797,0,2021-01-04T03:08:09Z,Pirates life,pirates life,0.0,Neutral,pirates|life|pirates life,,
L86znpiEzX0,@robertadams5188,0,2021-01-03T21:06:25Z,"While nuclear fusion energy is still a ways off, maybe in 50 years cargo ships will use small nuclear fusion reactors to power onboard propulsion?",while nuclear fusion energy is still a ways off maybe in 50 years cargo ships will use small nuclear fusion reactors to power onboard propulsion,0.2732,Positive,nuclear|fusion|nuclear fusion|energy|still|ways,,ship
L86znpiEzX0,@Emanon...,0,2021-01-03T14:08:47Z,"Is building ships with wood a more sustainable solution?
What about horsedrawn cars?",is building ships with wood a more sustainable solution what about horsedrawn cars,0.3774,Positive,building|ships|wood|sustainable|solution|horsedrawn,,ship
L86znpiEzX0,@PS3TEKKENLORD,0,2021-01-02T22:01:17Z,not sure but i know for DAMN SURE it was in it's past!!!,not sure but i know for damn sure it was in it's past,-0.7561,Negative,sure|know|damn|past|sure know|know damn,,
L86znpiEzX0,@tonycowling1417,1,2021-01-02T21:13:21Z,"Energy Use Reduction is my hobby, I love the idea of using wind energy for commercial cargo transportation at sea. Kites I can see becoming widespread very soon as they are both economic and easy to add. 

Needs to happen, and will as it will be driven by economics, fossil fuels will run out, then what?",energy use reduction is my hobby i love the idea of using wind energy for commercial cargo transportation at sea kites i can see becoming widespread very soon as they are both economic and easy to add needs to happen and will as it will be driven by economics fossil fuels will run out then what,0.8834,Positive,energy|use|reduction|hobby|love|idea,,wind|transport|port
L86znpiEzX0,@terranovarain6570,0,2021-01-02T16:25:59Z,"Use omni directional wind turbines solar panels and batteries could be just as fast as diesel powered boats 

https://www.instagram.com/p/CJjK1SgJwWi/?igshid=2x1wek5y74gs",use omni directional wind turbines solar panels and batteries could be just as fast as diesel powered boats,0.0,Neutral,use|omni|directional|wind|turbines|solar,,wind
L86znpiEzX0,@pierzing.glint1sh76,0,2021-01-02T15:14:59Z,To everyone slating this saying its not going to make any difference - theres dozens of these little projects going on across the world and it will be these small things that add up saving the climate in the long run.,to everyone slating this saying its not going to make any difference - theres dozens of these little projects going on across the world and it will be these small things that add up saving the climate in the long run,0.0,Neutral,going|everyone|slating|saying|make|difference,,climate
L86znpiEzX0,@notebook2876,1,2021-01-02T01:58:57Z,The kites were definitely an improvement it seemed,the kites were definitely an improvement it seemed,0.6908,Positive,kites|definitely|improvement|seemed|kites definitely|definitely improvement,,
L86znpiEzX0,@gangrail,0,2021-01-02T00:04:40Z,"little ironic we went from wind powered sails to steam, to fuel, and back to wind",little ironic we went from wind powered sails to steam to fuel and back to wind,-0.0534,Negative,wind|little|ironic|went|powered|sails,,wind
L86znpiEzX0,@bagofchicken,0,2021-01-01T12:37:42Z,"FFS  The legendary Jacques Cousteau had a turbosail in 1980.  
Every bit of knowledge is literally in the palm of your hand.  Use it for good, not for 'clicks'.",ffs the legendary jacques cousteau had a turbosail in 1980 every bit of knowledge is literally in the palm of your hand use it for good not for 'clicks',0.3182,Positive,ffs|legendary|jacques|cousteau|turbosail|every,,
L86znpiEzX0,@raduionescu9765,0,2020-12-31T17:49:55Z,GOD IS SUPERNATURALLY GOOD HOLY RIGHT GIVES US EACH EXACTLY WHAT AND HOW MUCH WE DESERVE DEPENDING ON HOW WE FULFILL OR VIOLATE THE 10 DIVINE LAWS,god is supernaturally good holy right gives us each exactly what and how much we deserve depending on how we fulfill or violate the 10 divine laws,0.8074,Positive,god|supernaturally|good|holy|right|gives,regulatory,
L86znpiEzX0,@theengineerinabox2385,0,2020-12-31T03:41:17Z,Why not nuclear? I mean it’s already used by select military ships,why not nuclear i mean it s already used by select military ships,0.0,Neutral,nuclear|mean|already|used|select|military,,ship
L86znpiEzX0,@drdecker1,0,2020-12-30T21:44:38Z,Can you imagine getting half way across the Atlantic and the wind dies down. Then there is no wind for a couple of weeks. They have had sailboats for centuries and converted to motors. So what has changed here ?,can you imagine getting half way across the atlantic and the wind dies down then there is no wind for a couple of weeks they have had sailboats for centuries and converted to motors so what has changed here,-0.296,Negative,wind|imagine|getting|half|way|across,,wind
L86znpiEzX0,@ricks2474,0,2020-12-30T11:52:24Z,There has to be a way to lower emissions.  Does anyone know the typical power requirements of a container ship?,there has to be a way to lower emissions does anyone know the typical power requirements of a container ship,-0.296,Negative,way|lower|emissions|anyone|know|typical,,ship
L86znpiEzX0,@jaysdood,0,2020-12-30T07:42:17Z,"Ummm, that's not a wind powered ship. Its a wind powered computer simulation. Quite different",ummm that's not a wind powered ship its a wind powered computer simulation quite different,0.0,Neutral,wind|powered|wind powered|ummm|ship|computer,,wind|ship
